"","geneSymbol","UniProtID","refSeqID","length"
"8791","XKR9","Q5GH70","NM_001011720",373
"8792","XKR7","Q5GH72","NM_001011718",579
"8793","XKR6","Q5GH73","NM_173683",641
"8794","XKR4","Q5GH76","NM_052898",650
"8795","XKR3","Q5GH77","NM_175878",459
"8796","TNFAIP8L3","Q5GJ75","NM_207381",292
"8797","HERC4","Q5GLZ8","NM_015601",1057
"8798","NMS","Q5H8A3","NM_001011717",153
"8799","PIGG","Q5H8A4","NM_017733",983
"8800","FREM1","Q5H8C1","NM_144966",2179
"8801","ARL13A","Q5H913","XM_373358",290
"8802","CT83","Q5H943","NM_001017978",113
"8803","BMP2KL","Q5H9B9","XM_293293",411
"8804","SLC25A53","Q5H9E4","NM_001012755",307
"8805","BCORL1","Q5H9F3","NM_021946",1711
"8806","TFDP3","Q5H9I0","NM_016521",405
"8807","BEX5","Q5H9J7","XM_291335",111
"8808","TCP11X2","Q5H9J9","",407
"8809","ZMAT1","Q5H9K5","",638
"8810","TCEAL5","Q5H9L2","XM_291334",206
"8811","TAF7L","Q5H9L4","",462
"8812","MUM1L1","Q5H9M0","NM_152423",696
"8813","ARMCX4","Q5H9R4","NM_001256155",360
"8814","PPP6R3","Q5H9R7","NM_018312",873
"8815","DCAF17","Q5H9S7","NM_025000",520
"8816","FSCB","Q5H9T9","NM_032135",825
"8817","DDX60L","Q5H9U9","NM_001012967",1706
"8818","FAM47C","Q5HY64","NM_001013736",1035
"8819","FIGN","Q5HY92","NM_018086",759
"8820","ZNF766","Q5HY98","NM_001010851",468
"8821","TMEM67","Q5HYA8","NM_153704",995
"8822","KIAA2026","Q5HYC2","NM_001017969",2103
"8823","MTX3","Q5HYI7","XM_293971",312
"8824","RABL3","Q5HYI8","NM_173825",236
"8825","TECRL","Q5HYJ1","NM_001010874",363
"8826","FAM76B","Q5HYJ3","NM_144664",339
"8827","COQ5","Q5HYK3","NM_032314",327
"8828","SH3D19","Q5HYK7","NM_001009555",790
"8829","ZNF667","Q5HYK9","NM_022103",610
"8830","TMEM196","Q5HYL7","NM_152774",178
"8831","ZC3H12B","Q5HYM0","XM_293334",836
"8832","CT45A1","Q5HYN5","NM_001017417",189
"8833","DMRTC1B","Q5HYR2","",192
"8834","DMRTC1","Q5HYR2","NM_033053",192
"8835","NHSL2","Q5HYW2","NM_001013627",709
"8836","RGAG4","Q5HYW3","NM_001024455",569
"8837","MDH1B","Q5I0G3","NM_001039845",518
"8838","C6orf226","Q5I0X4","NM_001008739",101
"8839","TTC32","Q5I0X7","NM_001008237",151
"8840","ALG10B","Q5I7T1","NM_001013620",473
"8841","CRB2","Q5IJ48","NM_173689",1285
"8842","DEFB121","Q5J5C9","NM_001011878",76
"8843","EMC4","Q5J8M3","NM_016454",183
"8844","MS4A13","Q5J8X5","NM_001012417",152
"8845","ZNF311","Q5JNZ3","XM_212581",666
"8846","RPS26P11","Q5JNZ5","",115
"8847","ZNF831","Q5JPB2","NM_178457",1677
"8848","NOMO2","Q5JPE7","NM_001004060",1267
"8849","ANKRD36C","Q5JPF3","NM_001010914",1778
"8850","EARS2","Q5JPH6","NM_133451",523
"8851","C3orf38","Q5JPI3","NM_173824",329
"8852","METTL10","Q5JPI9","NM_212554",291
"8853","CT47A9","Q5JQC4","NM_001080138",288
"8854","CT47A12","Q5JQC4","",288
"8855","CT47A11","Q5JQC4","NM_173571",288
"8856","CT47A7","Q5JQC4","NM_001080140",288
"8857","CT47A4","Q5JQC4","NM_001080143",288
"8858","CT47A6","Q5JQC4","NM_001080141",288
"8859","CT47A5","Q5JQC4","NM_001080142",288
"8860","CT47A10","Q5JQC4","NM_001080137",288
"8861","CT47A2","Q5JQC4","NM_001080145",288
"8862","CT47A8","Q5JQC4","NM_001080139",288
"8863","CT47A3","Q5JQC4","NM_001080144",288
"8864","CT47A1","Q5JQC4","NM_001080146",288
"8865","AKAP4","Q5JQC9","NM_003886",854
"8866","PYY3","Q5JQD4","",70
"8867","C6orf100","Q5JQF7","",62
"8868","PABPC1L2B","Q5JQF8","NM_001042506",200
"8869","PABPC1L2A","Q5JQF8","NM_001012977",200
"8870","OR2B11","Q5JQS5","NM_001004492",317
"8871","GCSAML","Q5JQS6","NM_145278",135
"8872","PPM1J","Q5JR12","NM_005167",505
"8873","MTUS2","Q5JR59","XM_166270",1369
"8874","TCTEX1D4","Q5JR98","NM_001013632",221
"8875","MIA3","Q5JRA6","NM_198551",1907
"8876","FAM47A","Q5JRC9","NM_203408",791
"8877","PAGE2B","Q5JRK9","XM_372224",111
"8878","CXorf66","Q5JRM2","NM_001013403",361
"8879","OR10J3","Q5JRS4","",329
"8880","TMEM255A","Q5JRV8","NM_017938",349
"8881","PITRM1","Q5JRX3","",1037
"8882","RALGPS1","Q5JS13","NM_014636",557
"8883","NHLRC3","Q5JS37","NM_001012754",347
"8884","PSMG4","Q5JS54","",123
"8885","WDR44","Q5JSH3","NM_019045",913
"8886","DDX26B","Q5JSJ4","NM_182540",861
"8887","DOCK11","Q5JSL3","NM_144658",2073
"8888","FGD3","Q5JSP0","NM_033086",725
"8889","KHDC1L","Q5JSQ8","NM_001126063",128
"8890","MEIG1","Q5JSS6","XM_927975",88
"8891","EFHC2","Q5JST6","NM_025184",749
"8892","PRRC2B","Q5JSZ5","",2229
"8893","RAB41","Q5JT25","XM_293398",222
"8894","C1orf137","Q5JT78","NM_001013643",98
"8895","KLF17","Q5JT82","NM_173484",389
"8896","PLAC9","Q5JTB6","NM_001012973",97
"8897","AMER1","Q5JTC6","NM_152424",1135
"8898","TJAP1","Q5JTD0","NM_080604",557
"8899","LRRC73","Q5JTD7","NM_001012974",316
"8900","RRP12","Q5JTH9","NM_015179",1297
"8901","COA6","Q5JTJ3","NM_001012985",125
"8902","WDR38","Q5JTN6","NM_001045476",314
"8903","TOR1AIP1","Q5JTV8","NM_015602",583
"8904","CEP78","Q5JTW2","XM_095991",689
"8905","CBWD3","Q5JTY5","NM_201453",395
"8906","C9orf152","Q5JTZ5","NM_001012993",239
"8907","AARS2","Q5JTZ9","NM_020745",985
"8908","TCTE1","Q5JU00","NM_182539",501
"8909","C9orf117","Q5JU67","NM_001012502",520
"8910","TOR2A","Q5JU69","NM_130459",321
"8911","IQSEC2","Q5JU85","XM_291345",1478
"8912","SOHLH1","Q5JUK2","NM_001012415",328
"8913","KCNT1","Q5JUK3","NM_020822",1230
"8914","PAGE3","Q5JUK9","XM_060054",113
"8915","FAM78A","Q5JUQ0","NM_033387",283
"8916","TEX30","Q5JUR7","NM_138779",227
"8917","KRBOX4","Q5JUW0","NM_017776",171
"8918","SPIN3","Q5JUX0","XM_093024",258
"8919","FRMPD3","Q5JV73","XM_042978",1810
"8920","PCID2","Q5JVF3","NM_018386",399
"8921","ZNF484","Q5JVG2","XM_046861",852
"8922","ZNF506","Q5JVG8","XM_036218",444
"8923","EFHC1","Q5JVL4","NM_018100",640
"8924","HABP4","Q5JVS0","NM_014282",413
"8925","C1orf141","Q5JVX7","NM_001013674",400
"8926","FAM26D","Q5JW98","NM_153036",314
"8927","ACTL10","Q5JWF8","",245
"8928","DOPEY1","Q5JWR5","NM_015018",2465
"8929","FAM209B","Q5JX69","",171
"8930","FAM209A","Q5JX71","",171
"8931","SIRPB2","Q5JXA9","NM_178459",342
"8932","UBE2NL","Q5JXB2","NM_001012989",153
"8933","MIIP","Q5JXC2","NM_021933",388
"8934","METTL24","Q5JXM2","NM_001123364",366
"8935","GLRA4","Q5JXX5","NM_001024452",417
"8936","TMEM31","Q5JXX7","NM_182541",168
"8937","GPRASP1","Q5JY77","NM_014710",1395
"8938","KIAA1755","Q5JYT7","NM_001029864",1200
"8939","EPHA10","Q5JZY3","NM_173641",1008
"8940","CLLU1OS","Q5K130","",101
"8941","CLLU1","Q5K131","NM_001025233",121
"8942","PRSS36","Q5K4E3","NM_173502",855
"8943","SLC27A3","Q5K4L6","NM_024330",730
"8944","SAMD9","Q5K651","NM_017654",1589
"8945","DGKK","Q5KSL6","NM_001013742",1271
"8946","COLEC12","Q5KU26","",742
"8947","SPECC1","Q5M775","NM_152904",1068
"8948","RNFT1","Q5M7Z0","NM_016125",435
"8949","SLC35D3","Q5M8T2","XM_294017",416
"8950","CCDC158","Q5M9N0","NM_001042784",1113
"8951","NKAPL","Q5M9Q1","",402
"8952","CDKL4","Q5MAI5","XM_293029",379
"8953","ZNF569","Q5MCW4","NM_152484",686
"8954","SMEK2","Q5MIZ7","NM_020463",849
"8955","SPANXN5","Q5MJ07","NM_001009616",72
"8956","SPANXN4","Q5MJ08","NM_001009613",99
"8957","SPANXN3","Q5MJ09","NM_001009609",141
"8958","SPANXN2","Q5MJ10","NM_001009615",180
"8959","SPDYC","Q5MJ68","NM_001008778",293
"8960","SPDYA","Q5MJ70","NM_182756",313
"8961","FBXO47","Q5MNV8","NM_001008777",452
"8962","WDR45B","Q5MNZ6","NM_019613",344
"8963","WIPI1","Q5MNZ9","NM_017983",446
"8964","ENTPD8","Q5MY95","NM_198585",495
"8965","EOGT","Q5NDL2","NM_173654",527
"8966","CTSL3P","Q5NE16","NR_027917",218
"8967","FFAR4","Q5NUL3","NM_181745",377
"8968","SAMD4B","Q5PRF9","NM_018028",694
"8969","BRMS1L","Q5PSV4","NM_032352",323
"8970","SLC10A5","Q5PT55","XM_294493",438
"8971","PAPPA-AS1","Q5QFB9","XR_041634",102
"8972","KIAA2022","Q5QGS0","NM_001008537",1516
"8973","RTP2","Q5QGT7","NM_001004312",225
"8974","CLEC12A","Q5QGZ9","NM_138337",265
"8975","TCHHL1","Q5QJ38","XM_060104",904
"8976","TBCEL","Q5QJ74","NM_152715",424
"8977","DNTTIP2","Q5QJE6","NM_014597",756
"8978","ACER2","Q5QJU3","XM_294540",275
"8979","HIST2H2BF","Q5QNW6","NM_001024599",126
"8980","C10orf115","Q5QP74","",94
"8981","DCAF10","Q5QP82","NM_024345",559
"8982","PLA2G2C","Q5R387","NM_001105572",149
"8983","ELFN2","Q5R3F8","NM_052906",820
"8984","TTC38","Q5R3I4","NM_017931",469
"8985","FAM26F","Q5R3K3","NM_001010919",315
"8986","SPATA31A2","Q5RGS2","NM_001040065",1347
"8987","FAM74A1","Q5RGS3","NR_026803",127
"8988","FAM74A2","Q5RGS3","XR_036862",127
"8989","ERICH3","Q5RHP9","NM_001002912",1530
"8990","COX20","Q5RI15","NM_198076",118
"8991","CBWD5","Q5RIA9","",395
"8992","EXOSC6","Q5RKV6","NM_058219",272
"8993","RBM48","Q5RL73","NM_032120",367
"8994","LRRK2","Q5S007","XM_058513",2527
"8995","PPM1L","Q5SGD2","NM_139245",360
"8996","TMEM201","Q5SNT2","NM_001010866",666
"8997","C1orf167","Q5SNV9","",1468
"8998","FAM27E2","Q5SNX5","XR_078687",125
"8999","PRR31","Q5SQ13","",230
"9000","LY6G6F","Q5SQ64","NM_001003693",297
"9001","ANKRD20A2","Q5SQ80","NM_001012421",823
"9002","C6orf136","Q5SQH8","NM_145029",315
"9003","ATAT1","Q5SQI0","NM_024909",421
"9004","SNAP47","Q5SQN1","NM_053052",464
"9005","VAX1","Q5SQQ9","XM_301242",334
"9006","SH2D4B","Q5SQS7","XM_351984",431
"9007","C10orf120","Q5SQS8","NM_001010912",335
"9008","C1orf200","Q5SR53","NM_001045478",167
"9009","HIATL1","Q5SR56","NM_032558",506
"9010","FAM21D","Q5SRD0","NG_012764",308
"9011","TIMM23B","Q5SRD1","XM_005278340",257
"9012","NUP188","Q5SRE5","",1749
"9013","PHYHD1","Q5SRE7","NM_174933",291
"9014","TTC39A","Q5SRH9","",613
"9015","MANEA","Q5SRI9","NM_024641",462
"9016","C6orf10","Q5SRN2","NM_006781",563
"9017","LY6G5C","Q5SRR4","",150
"9018","MUC21","Q5SSG8","NM_001010909",566
"9019","HP1BP3","Q5SSJ5","NM_016287",553
"9020","SAPCD1","Q5SSQ6","NM_001039651",148
"9021","VARS2","Q5ST30","NM_020442",1063
"9022","TMEM240","Q5SV17","NM_001114748",173
"9023","PERM1","Q5SV97","NR_027693",790
"9024","C1orf100","Q5SVJ3","NM_001012970",147
"9025","ZBTB41","Q5SVQ8","NM_194314",909
"9026","SLC25A30","Q5SVS4","XM_170736",291
"9027","ZMYM1","Q5SVZ6","NM_024772",1142
"9028","DACT2","Q5SW24","",774
"9029","CEP170","Q5SW79","NM_014812",1584
"9030","LDLRAP1","Q5SW96","NM_015627",308
"9031","PPP1R15B","Q5SWA1","NM_032833",713
"9032","TMEM69","Q5SWH9","NM_016486",247
"9033","PRAMEF14","Q5SWL7","NM_001099854",426
"9034","PRAMEF19","Q5SWL8","NM_001099790",410
"9035","C10orf55","Q5SWW7","NM_001001791",151
"9036","C1orf27","Q5SWX8","NM_017847",454
"9037","PLEKHS1","Q5SXH7","NM_024889",462
"9038","ZNF678","Q5SXM1","NM_178549",525
"9039","SNAPC4","Q5SXM2","NM_003086",1469
"9040","DNLZ","Q5SXM8","NM_001080849",178
"9041","COL5A1-AS1","Q5SY13","",56
"9042","NOL9","Q5SY16","NM_024654",702
"9043","S100A7L2","Q5SY68","NM_001045479",101
"9044","C1orf101","Q5SY80","NM_173807",951
"9045","FAM201A","Q5SY85","NR_027294",155
"9046","FRMPD1","Q5SYB0","NM_014907",1578
"9047","CLVS2","Q5SYC1","NM_001010852",327
"9048","NHSL1","Q5SYE7","XM_050421",1610
"9049","C9orf50","Q5SZB4","NM_199350",431
"9050","C6orf141","Q5SZD1","NM_153344",244
"9051","GLYATL3","Q5SZD4","NM_001010904",288
"9052","LDLRAD2","Q5SZI1","NM_001013693",272
"9053","BEND6","Q5SZJ8","NM_152731",279
"9054","FREM2","Q5SZK8","NM_207361",3169
"9055","CEP85L","Q5SZL2","NM_001042475",805
"9056","CELF3","Q5SZQ8","NM_007185",465
"9057","SZT2","Q5T011","NM_015284",3432
"9058","HYI","Q5T013","NM_031207",277
"9059","C9orf129","Q5T035","NM_001098808",196
"9060","FAM120AOS","Q5T036","",256
"9061","MORN1","Q5T089","NM_024848",497
"9062","ZNF362","Q5T0B9","NM_152493",420
"9063","TPRG1L","Q5T0D9","NM_182752",272
"9064","CC2D1B","Q5T0F9","NM_032449",858
"9065","C1orf220","Q5T0J3","NR_033186",134
"9066","TEX35","Q5T0J7","NM_032126",233
"9067","C1orf111","Q5T0L3","NM_182581",261
"9068","CFAP70","Q5T0N1","NM_145170",1121
"9069","FNBP1L","Q5T0N5","NM_017737",605
"9070","8-Mar","Q5T0T0","NM_145021",291
"9071","CCDC122","Q5T0U0","NM_144974",273
"9072","FAM83B","Q5T0W9","XM_294139",1011
"9073","C6orf132","Q5T0Z8","NM_001164446",1188
"9074","UBXN11","Q5T124","NM_145345",520
"9075","RARS2","Q5T160","NM_020320",578
"9076","DCST1","Q5T197","NM_152494",706
"9077","DCST2","Q5T1A1","NM_144622",773
"9078","AXDND1","Q5T1B0","NM_144696",1012
"9079","C10orf91","Q5T1B1","NM_173541",145
"9080","THEM4","Q5T1C6","NM_053055",240
"9081","EYS","Q5T1H1","XM_294050",3165
"9082","CHCHD2P9","Q5T1J5","NG_009939",151
"9083","FAM182A","Q5T1J6","",154
"9084","FKBP15","Q5T1M5","NM_015258",1219
"9085","AKNAD1","Q5T1N1","NM_152763",836
"9086","SLC35F1","Q5T1Q4","XM_167044",408
"9087","HIVEP3","Q5T1R4","NM_024503",2406
"9088","NCMAP","Q5T1S8","NM_001010980",102
"9089","DDX59","Q5T1V6","NM_001031725.4",619
"9090","ZC3H13","Q5T200","NM_015070",1668
"9091","TRAPPC3L","Q5T215","XM_166322",181
"9092","UTF1","Q5T230","",341
"9093","C9orf114","Q5T280","NM_016390",376
"9094","C10orf128","Q5T292","NM_001010863",105
"9095","TREML2","Q5T2D2","NM_024807",321
"9096","OTUD3","Q5T2D3","",398
"9097","C10orf76","Q5T2E6","NM_024541",689
"9098","AKR1CL1","Q5T2L2","NR_027916",129
"9099","ATAD3C","Q5T2N8","NM_001039211",411
"9100","ANXA8L1","Q5T2P8","",327
"9101","AGAP10","Q5T2P9","XM_001714786.2",658
"9102","CCNYL2","Q5T2Q4","XM_936368",361
"9103","PDSS1","Q5T2R2","",415
"9104","ARMC4","Q5T2S8","NM_018076",1044
"9105","MPP7","Q5T2T1","NM_173496",576
"9106","PDZK1","Q5T2W1","NM_002614",519
"9107","FAM182B","Q5T319","NR_026714",152
"9108","TMEM63B","Q5T3F8","XM_166410",832
"9109","GPATCH4","Q5T3I0","NM_017725",446
"9110","LRIF1","Q5T3J3","NM_018372",769
"9111","ABCC10","Q5T3U5","NM_033450",1492
"9112","BVES-AS1","Q5T3Y7","NR_037157",98
"9113","IBA57","Q5T440","NM_001010867",356
"9114","GJC2","Q5T442","NM_020435",439
"9115","HECTD3","Q5T447","NM_024602",861
"9116","RBM20","Q5T481","NM_001134363",1227
"9117","CERCAM","Q5T4B2","NM_016174",595
"9118","TMTC4","Q5T4D3","NM_032813",741
"9119","ZFYVE27","Q5T4F4","NM_144588",411
"9120","SFRP5","Q5T4F7","NM_003015",317
"9121","CASC10","Q5T4H9","NM_001010911",136
"9122","C6orf52","Q5T4I8","NM_001145020",152
"9123","GCNT6","Q5T4J0","",391
"9124","UBR4","Q5T4S7","NM_020765",5183
"9125","TMEM170B","Q5T4T1","NM_001100829",132
"9126","SYCP2L","Q5T4T6","NM_194299",812
"9127","ARTN","Q5T4W7","NM_057090",220
"9128","C1orf194","Q5T5A4","NM_001122961",169
"9129","LCE3C","Q5T5A8","NM_178434",94
"9130","LCE3E","Q5T5B0","NM_178435",92
"9131","STXBP5","Q5T5C0","",1151
"9132","ZNF684","Q5T5D7","NM_152373",378
"9133","ADAMTSL4-AS1","Q5T5F5","",129
"9134","SWT1","Q5T5J6","NM_017673",900
"9135","CCNJ","Q5T5M9","NM_019084",372
"9136","C6orf118","Q5T5N4","NM_144980",469
"9137","KIAA1217","Q5T5P2","NM_019590",1943
"9138","CCDC183","Q5T5S1","NM_032874",534
"9139","ARHGAP21","Q5T5U3","NM_020824",1957
"9140","SMIM11P1","Q5T5W8","NG_012759",58
"9141","BEND3","Q5T5X7","NM_020913",828
"9142","CAMSAP1","Q5T5Y3","XM_351857",1602
"9143","GPR110","Q5T601","NM_153840",910
"9144","ZNF648","Q5T619","XM_060597",568
"9145","MRPL2","Q5T653","",305
"9146","CFAP58","Q5T655","NM_001008723",872
"9147","C10orf62","Q5T681","NM_001009997",223
"9148","AVPI1","Q5T686","NM_021732",147
"9149","C6orf183","Q5T699","",404
"9150","ATXN7L2","Q5T6C5","NM_153340",722
"9151","DCAF12","Q5T6F0","NM_015397",453
"9152","UBAP2","Q5T6F2","NM_018449",1119
"9153","IDNK","Q5T6J7","NM_001001551",187
"9154","ERMARD","Q5T6L9","NM_018341",678
"9155","LINC00242","Q5T6M2","NR_026781",205
"9156","TPTE2P1","Q5T6R2","",138
"9157","PHF19","Q5T6S3","XM_045308",580
"9158","C9orf64","Q5T6V5","NM_032307",341
"9159","FAM162B","Q5T6X4","XM_927381",162
"9160","GPRC6A","Q5T6X5","",926
"9161","LDLRAD1","Q5T700","NM_001010978",205
"9162","C10orf25","Q5T742","NM_145022",122
"9163","KPRP","Q5T749","NM_001025231",579
"9164","C1orf68","Q5T750","NM_001024679",250
"9165","LCE1C","Q5T751","NM_178351",118
"9166","LCE1D","Q5T752","NM_178352",114
"9167","LCE1E","Q5T753","NM_178353",118
"9168","LCE1F","Q5T754","NM_178354",118
"9169","IFIT1B","Q5T764","NM_001010987",474
"9170","KIF24","Q5T7B8","",1368
"9171","FAM132A","Q5T7M4","XM_371208",302
"9172","FAM69A","Q5T7M9","NM_001006605",428
"9173","L1TD1","Q5T7N2","NM_019079",865
"9174","KANK4","Q5T7N3","NM_181712",995
"9175","FAM27E1","Q5T7N7","",126
"9176","FAM27D1","Q5T7N8","XR_132873",215
"9177","LCE1A","Q5T7P2","NM_178348",110
"9178","LCE1B","Q5T7P3","NM_178349",118
"9179","TMEM78","Q5T7P6","",136
"9180","SYT6","Q5T7P8","NM_205848",510
"9181","C1orf185","Q5T7R7","NM_001136508",199
"9182","GORAB","Q5T7V8","NM_152281",394
"9183","ZNF618","Q5T7W0","XM_054983",954
"9184","TSTD2","Q5T7W7","NM_139246",516
"9185","GPR158","Q5T848","XM_166110",1215
"9186","PRR9","Q5T870","",116
"9187","LELP1","Q5T871","NM_001010857",98
"9188","ERCC6L2","Q5T890","NM_001010895",1561
"9189","PPP1R26","Q5T8A7","NM_014811",1209
"9190","ACBD5","Q5T8D3","NM_145698",534
"9191","FAM102B","Q5T8I3","NM_001010883",360
"9192","HENMT1","Q5T8I9","NM_144584",393
"9193","RBM26","Q5T8P6","NM_022118",1007
"9194","C9orf66","Q5T8R8","NM_152569",295
"9195","IER5L","Q5T953","",404
"9196","ATAD3B","Q5T9A4","NM_031921",648
"9197","FAM102A","Q5T9C2","",384
"9198","PIP5KL1","Q5T9C9","NM_173492",394
"9199","ARMC12","Q5T9G4","NM_145028",340
"9200","WLS","Q5T9L3","NM_024911",541
"9201","CCDC18","Q5T9S5","NM_206886",1454
"9202","TEDDM1","Q5T9Z0","NM_172000",273
"9203","RNF187","Q5TA31","NM_001010858",235
"9204","CPSF3L","Q5TA45","NM_017871",600
"9205","CPTP","Q5TA50","NM_001029885",214
"9206","LCE3A","Q5TA76","NM_178431",89
"9207","LCE3B","Q5TA77","NM_178433",95
"9208","LCE4A","Q5TA78","NM_178356",99
"9209","LCE2A","Q5TA79","NM_178428",106
"9210","LCE2C","Q5TA81","NM_178429",110
"9211","LCE2D","Q5TA82","NM_178430",110
"9212","HES5","Q5TA89","",166
"9213","TTC22","Q5TAA0","NM_017904",569
"9214","RIPPLY2","Q5TAB7","NM_001009994",128
"9215","NBPF12","Q5TAG4","XM_003119146",269
"9216","SLC9C2","Q5TAH2","NM_178527",1124
"9217","UTP14C","Q5TAP6","NM_021645",766
"9218","DCAF8","Q5TAQ9","NM_015726",597
"9219","COL13A1","Q5TAT6","NM_005203",717
"9220","ZCCHC11","Q5TAX3","XM_038288",1644
"9221","DEPDC1","Q5TB30","NM_017779",811
"9222","CEP162","Q5TB80","NM_014895",1403
"9223","FRY","Q5TBA9","NM_023037",3013
"9224","RNASEH2B","Q5TBB1","NM_024570",312
"9225","BCL2L15","Q5TBC7","NM_001010922",163
"9226","C9orf153","Q5TBE3","NM_001010907",101
"9227","N4BP2L1","Q5TBK1","NM_052818",243
"9228","ATP1A1-AS1","Q5TC04","NR_024124",95
"9229","ATPAF1","Q5TC12","NM_022745",328
"9230","GRTP1","Q5TC63","NM_024719",336
"9231","ZBTB37","Q5TC79","NM_032522",503
"9232","RC3H1","Q5TC82","NM_172071",1133
"9233","OGFRL1","Q5TC84","NM_024576",451
"9234","CYP4A22","Q5TCH4","XM_208213",519
"9235","LCE5A","Q5TCM9","NM_178438",118
"9236","MAGI3","Q5TCQ9","NM_152900",1506
"9237","AK9","Q5TCS8","NM_001145128",1911
"9238","TTBK1","Q5TCY1","",1321
"9239","SH3PXD2A","Q5TCZ1","NM_014631",1133
"9240","RSPH4A","Q5TD94","NM_001010892",716
"9241","FHL5","Q5TD97","NM_020482",284
"9242","DDI2","Q5TDH0","NM_032341",399
"9243","LGSN","Q5TDP6","NM_016571",509
"9244","C20orf194","Q5TEA3","NM_001009984",1177
"9245","SEL1L2","Q5TEA6","NM_025229",688
"9246","ZNF697","Q5TEC3","XM_371286",545
"9247","THEMIS2","Q5TEJ8","NM_004848",643
"9248","NDUFAF5","Q5TEU4","NM_001039375",345
"9249","C1orf134","Q5TEV5","",83
"9250","C6orf164","Q5TEZ4","NM_022084",76
"9251","C6orf163","Q5TEZ5","NM_001010868",329
"9252","SOGA3","Q5TF21","NM_001012279",947
"9253","KIAA1919","Q5TF39","NM_153369",518
"9254","IFFO2","Q5TF58","NM_001136265",517
"9255","NT5DC1","Q5TFE4","NM_152729",455
"9256","ZC2HC1B","Q5TFG8","NM_001013623",222
"9257","ARHGAP40","Q5TG30","XM_293123",622
"9258","SERTAD4-AS1","Q5TG53","NR_024337",156
"9259","C1orf195","Q5TG92","",126
"9260","FAXC","Q5TGI0","NM_032511",409
"9261","SAMD5","Q5TGI4","NM_001030060",173
"9262","HDGFL1","Q5TGJ6","NM_138574",251
"9263","PXDC1","Q5TGL8","NM_183373",231
"9264","MROH9","Q5TGP6","NM_025063",573
"9265","HES3","Q5TGS1","NM_001024598",186
"9266","TSPO2","Q5TGU0","NM_001010873.2",170
"9267","TMCO4","Q5TGY1","NM_181719",634
"9268","AHDC1","Q5TGY3","",1603
"9269","MINOS1","Q5TGZ0","NM_001032363",78
"9270","KIAA1244","Q5TH69","NM_020340",2177
"9271","STPG1","Q5TH74","NM_178122",334
"9272","VPS13D","Q5THJ4","NM_015378",4388
"9273","PRR14L","Q5THK1","NM_173566",2151
"9274","EFCAB6","Q5THR3","NM_022785",1501
"9275","NBPF14","Q5TI25","NM_015383",921
"9276","MEI1","Q5TIA1","NM_152513",1274
"9277","CCDC181","Q5TID7","NM_021179",509
"9278","VWA5B1","Q5TIE3","XM_001722222",1220
"9279","LIN9","Q5TKA1","NM_173083",542
"9280","FAM72A","Q5TYM5","",149
"9281","ZNF658","Q5TYW1","NM_033160",1059
"9282","ANKRD20A1","Q5TYW2","",823
"9283","PRAMEF3","Q5TYW8","NM_001013692",479
"9284","PRAMEF5","Q5TYX0","NM_001013407",476
"9285","OR2G6","Q5TZ20","XM_372842",316
"9286","CROCC","Q5TZA2","NM_014675",2017
"9287","ANKRD45","Q5TZF3","NM_198493",282
"9288","SPATA31A1","Q5TZJ5","NM_001085452",1347
"9289","FAM74A4","Q5TZK3","NR_026802",123
"9290","FAM74A6","Q5TZK3","NG_009678.1",123
"9291","TMEM164","Q5U3C3","NM_032227",297
"9292","GDF5OS","Q5U4N7","",250
"9293","ASPHD1","Q5U4P2","NM_181718",390
"9294","MEX3C","Q5U5Q3","NM_016626",659
"9295","HECTD2","Q5U5R9","",776
"9296","LYRM7","Q5U5X0","NM_181705",104
"9297","FAM222A","Q5U5X8","NM_032829",452
"9298","AGBL2","Q5U5Z8","NM_024783",902
"9299","ATF7IP2","Q5U623","NM_024997",682
"9300","C12orf60","Q5U649","NM_175874",245
"9301","RASIP1","Q5U651","NM_017805",963
"9302","GPR157","Q5UAW9","NM_024980",335
"9303","EMC10","Q5UCC4","NM_175063",262
"9304","PIK3R6","Q5UE93","NM_001010855",754
"9305","RIF1","Q5UIP0","",2472
"9306","VPS53","Q5VIR6","NM_018289",699
"9307","ZNF468","Q5VIY5","NM_001008801",522
"9308","MANEAL","Q5VSG8","NM_152496",457
"9309","STRIP1","Q5VSL9","NM_033088",837
"9310","LCN1P1","Q5VSP4","NG_022883",162
"9311","SPANXN1","Q5VSR9","NM_001009614",72
"9312","ABHD17B","Q5VST6","NM_016014",288
"9313","OBSCN","Q5VST9","NM_052843",7968
"9314","GKAP1","Q5VSY0","NM_025211",366
"9315","NUTM2D","Q5VT03","NR_075100",806
"9316","CEP350","Q5VT06","NM_014810",3117
"9317","CDC42BPA","Q5VT25","NM_014826",1732
"9318","FAM27C","Q5VT28","NR_027421",67
"9319","FAM27A","Q5VT28","XM_499145",67
"9320","FAM27B","Q5VT28","NR_027422",67
"9321","CXorf31","Q5VT33","NR_046101",79
"9322","FAM78B","Q5VT40","NM_001017961",261
"9323","RPRD2","Q5VT52","NM_015203",1461
"9324","SYDE2","Q5VT97","",1194
"9325","PRAMEF20","Q5VT98","NM_001099852",475
"9326","LRRC38","Q5VT99","",294
"9327","PRAMEF17","Q5VTA0","NM_001099851",474
"9328","RNF220","Q5VTB9","NM_018150",566
"9329","GFI1B","Q5VTD9","NM_004188",330
"9330","EEF1A1P5","Q5VTE0","NG_002350",462
